occurrence_no,record_type,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,environment,tectonic_setting,assembl_comps,pres_mode,preservation_quality,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,taxon_environment,environment_basis,motility,life_habit,diet
945307,occ,109702,n. gen. Cryptovenator n. sp. hirschbergeri,species,185994,,Cryptovenator hirschbergeri,,species,185994,Gzhelian,,303.7,298.9,Fröbisch et al.,2011,36207,Chordata,Osteichthyes,Cotylosauria,Sphenacodontidae,Cryptovenator,1,individuals,7.434722,49.924442,LFNPW 2008/5599LS (holotype),Remigiusberg Quarry,,,DE,Rhineland-Palatinate,Kusel,stated in text,seconds,,gp_mid,19.03,4.57,315,Remigiusberg,Rotliegend,,,,"""calcareous, finegrained sandstone of graybluegreen colour with coarse silty lamina""",sandstone,,lithified,silty,Y,,,lacustrine indet.,intramontane basin,macrofossils,body,,"""The bones, scales, and teeth have a bright white coloration as a result of contact metamorphosis of the sediments with subvolcanic intrusions.""",taxonomic,,,,,,,,terrestrial,,actively mobile,,
958043,occ,85454,n. gen. Vytshegdosuchus n. sp. zheshartensis,species,169960,,Vytshegdosuchus zheshartensis,,species,169960,Olenekian,,251.2,247.2,Gower and Sennikov,2000,29101,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Vytshegdosuchus,,,49.558334,62.058334,"PIN 3361/134 (holotype), right ilium; abundant postcranial fragments",Zheshart,,"Vychegda River, Vichegda River, Zheshard",RU,Komi,Ust-Vymskii,based on nearby landmark,seconds,small collection,gp_mid,49.48,47.11,302,Yarenskian,Gamskaya,,group of beds,,,not reported,,,,,,,terrestrial indet.,foreland basin,macrofossils,body,,,taxonomic,,PIN,,,,,,terrestrial,,actively mobile,,carnivore
959272,occ,112284,Lystrosaurus n. sp. youngi,species,100524,,Lystrosaurus youngi,,species,100524,Induan,,252.17,251.2,Sun,1964,27210,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,1,individuals,89.699997,43.98,IVPP V 8532,"Tung-Hsaio-Lung-Kou, Jimusar",,Jimsar,CN,Xinjiang,,based on nearby landmark,2,small collection,gp_mid,94.53,46.55,407,Jiucaiyuan,Cangfanggou,,bed,Lystrosaurus,,"""siliciclastic""",,,,Y,,,terrestrial indet.,,macrofossils,body,,,taxonomic,field collection,IVPP,,,,,1963,terrestrial,,actively mobile,,herbivore
963873,occ,79598,n. gen. Micrerpeton n. sp. caudatum,species,192950,subjective synonym of,Amphibamus grandiceps,,species,229305,Westphalian D,,311.45,306.95,Moodie,1909,28743,Chordata,Osteichthyes,Temnospondyli,Amphibamidae,Amphibamus,,,-88.139999,41.267223,,Mazon Creek,,"Mazon Creek Vertebrate Fauna, Braidwood Fauna, pit 11",US,Illinois,Grundy/Will,based on political unit,seconds,local area,gp_mid,-23.34,-5.09,101,Carbondale,,Francis Creek Shale,,,"""Concretions occur typically in laminated to weakly rippled, silty mudstone deposits which typically show little or no evidence of bioturbation. Small-scale sedimentary structures in nodule-bearing sequences include climbing ripple drift, and soft-sediment load-failure..."" (Baird et al., 1985 p.90). Note that this is a general description of the fossil bearing strata of the Francis Creek Shale Member which does not refer specifically to the occurences in the Mazon Creek area proper.",mudstone,"current ripples,deformed bedding",,silty,,siderite,nodular,deltaic indet.,foreland basin,macrofossils,"mold/impression,concretion,soft parts,replaced with other",good,"""Outlines of the limbs can be seen in the matrix, indicating the extent of the soft tissue and the texture of the skin. The bone itself was represented by a very soft, claylike material that had been removed from the hard, ironstone matrix."" (Carroll, & Baird, 1972 p. 323)\r\nBones are replaced by clay minerals such as Kaolinite (Gregory, 1948 p. 637).",taxonomic,"mechanical,survey of museum collection","FMNH,MCZ,USNM,YPM","species names,ichnofossils",,,"R. L. Moodie, P. Turnbull, among others","1871, 1953","brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
963874,occ,85292,Diceratosaurus n. sp. laevis,species,192954,subjective synonym of,Erpetosaurus radiatus,,species,336710,Westphalian D,,311.45,306.95,Moodie,1909,28743,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Erpetosaurus,1,individuals,-80.673332,40.56778,AMNH 102,Linton,,Diamond Coal Mine,US,Ohio,Jefferson,estimated from map,seconds,outcrop,gp_mid,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,group of beds,,"""Linton fossils are preserved in a thin deposit of cannel coal [...]. The cannel is composed primarily of miospores and other resistant plant parts dispersed within a very fine-grained, pyrite-rich matrix of organic detritus"" which are enclosed in an ""erosive-based, fining-upward, sandstone-dominated\r\nsediment body"" (Hook & Baird, 1988)",coal,,,,,,,mire/swamp,foreland basin,macrofossils,body,good,"""Although the predominance of aquatic taxa has led workers to conclude that amphibious to terrestrial forms are 'wash ins' or 'erratics', the petrography of the cannel and the high degree of completeness exhibited by most specimens demonstrate that animal remains were derived from the oxbow lake and its immediate surroundings. Post-mortem transport was essentially downward into the sapropelic milieu, not laterally across an environmental transect that supposedly ranged from 'upland' and 'open water' to 'swamp lake', as depicted by Milner (1980) and suggested by others. In short, the assemblage is autochthonous at the scale of the oxbow lake and its margins. [...]\r\nfor all intents and purposes, the Linton vertebrate assemblage is a biocoenose, and recognition of discrete terrestrial and lacustrine communities within it is largely artificial."" (Hook & Baird, 1988)",taxonomic,"selective quarrying,survey of museum collection","AMNH,CM,MCZ,USNM",all microfossils,,,"J. S. Newberry, T. Stock, S. Houston, D. Baird, D. Mullenaux, among others",,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
963875,occ,85292,Diceratosaurus n. sp. robustus,species,192955,subjective synonym of,Erpetosaurus radiatus,,species,336710,Westphalian D,,311.45,306.95,Moodie,1909,28743,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Erpetosaurus,1,individuals,-80.673332,40.56778,AMNH 8611 G,Linton,,Diamond Coal Mine,US,Ohio,Jefferson,estimated from map,seconds,outcrop,gp_mid,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,group of beds,,"""Linton fossils are preserved in a thin deposit of cannel coal [...]. The cannel is composed primarily of miospores and other resistant plant parts dispersed within a very fine-grained, pyrite-rich matrix of organic detritus"" which are enclosed in an ""erosive-based, fining-upward, sandstone-dominated\r\nsediment body"" (Hook & Baird, 1988)",coal,,,,,,,mire/swamp,foreland basin,macrofossils,body,good,"""Although the predominance of aquatic taxa has led workers to conclude that amphibious to terrestrial forms are 'wash ins' or 'erratics', the petrography of the cannel and the high degree of completeness exhibited by most specimens demonstrate that animal remains were derived from the oxbow lake and its immediate surroundings. Post-mortem transport was essentially downward into the sapropelic milieu, not laterally across an environmental transect that supposedly ranged from 'upland' and 'open water' to 'swamp lake', as depicted by Milner (1980) and suggested by others. In short, the assemblage is autochthonous at the scale of the oxbow lake and its margins. [...]\r\nfor all intents and purposes, the Linton vertebrate assemblage is a biocoenose, and recognition of discrete terrestrial and lacustrine communities within it is largely artificial."" (Hook & Baird, 1988)",taxonomic,"selective quarrying,survey of museum collection","AMNH,CM,MCZ,USNM",all microfossils,,,"J. S. Newberry, T. Stock, S. Houston, D. Baird, D. Mullenaux, among others",,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
963876,occ,85292,Ichthyerpeton n. sp. squamosum,species,192957,,Ichthyerpeton squamosum,,species,192957,Westphalian D,,311.45,306.95,Moodie,1909,28743,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Colosteidae,Ichthyerpeton,,,-80.673332,40.56778,,Linton,,Diamond Coal Mine,US,Ohio,Jefferson,estimated from map,seconds,outcrop,gp_mid,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,group of beds,,"""Linton fossils are preserved in a thin deposit of cannel coal [...]. The cannel is composed primarily of miospores and other resistant plant parts dispersed within a very fine-grained, pyrite-rich matrix of organic detritus"" which are enclosed in an ""erosive-based, fining-upward, sandstone-dominated\r\nsediment body"" (Hook & Baird, 1988)",coal,,,,,,,mire/swamp,foreland basin,macrofossils,body,good,"""Although the predominance of aquatic taxa has led workers to conclude that amphibious to terrestrial forms are 'wash ins' or 'erratics', the petrography of the cannel and the high degree of completeness exhibited by most specimens demonstrate that animal remains were derived from the oxbow lake and its immediate surroundings. Post-mortem transport was essentially downward into the sapropelic milieu, not laterally across an environmental transect that supposedly ranged from 'upland' and 'open water' to 'swamp lake', as depicted by Milner (1980) and suggested by others. In short, the assemblage is autochthonous at the scale of the oxbow lake and its margins. [...]\r\nfor all intents and purposes, the Linton vertebrate assemblage is a biocoenose, and recognition of discrete terrestrial and lacustrine communities within it is largely artificial."" (Hook & Baird, 1988)",taxonomic,"selective quarrying,survey of museum collection","AMNH,CM,MCZ,USNM",all microfossils,,,"J. S. Newberry, T. Stock, S. Houston, D. Baird, D. Mullenaux, among others",,"brackish,freshwater,terrestrial",,actively mobile,,
964693,occ,113555,n. gen. Rubeostratilia n. sp. texensis,species,193400,,Rubeostratilia texensis,,species,193400,Asselian,Sakmarian,298.9,290.1,Bourget and Anderson,2011,36836,Chordata,Osteichthyes,Temnospondyli,Amphibamidae,Rubeostratilia,,,-98.089996,33.8326,,"Walter Shutt farm, Clay County site 19",,"TMM 31226, WPA, Work Project No. 16321, Henrietta, Snutt, Huggins",US,Texas,Clay,based on nearby landmark,4,small collection,gp_mid,-29.86,-1.83,101,Nocona,Wichita,,bed,,"lithology not discussed, but figured specimen appears to be preserved in a siltstone or mudstone","""siliciclastic""",,lithified,,,,,terrestrial indet.,,macrofossils,"body,concretion",good,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection,survey of museum collection",TMM,,,,WPA,1941,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
966613,occ,95109,Tetrapoda indet.,unranked clade,53190,,Tetrapoda,,unranked clade,53190,Spathian,,251.3,247.2,Klein and Lucas,2010,43346,Chordata,Osteichthyes,,,,2,specimens,-110.866669,35.066666,UCMP 37759-37760; footprints in sandstone,Moqui Wash,,"UCMP V4126, V4127",US,Arizona,Coconino,estimated from map,minutes,outcrop,gp_mid,-34.06,18.7,101,Moenkopi,,Wupatki,group of beds,,,conglomerate,,,,Y,sandstone,current ripples,"""channel""",,macrofossils,"body,trace",,,general faunal/floral,"selective quarrying,surface (float),surface (in situ),field collection,observed (not collected)",UCMP,,,,"Peabody, Welles",,"brackish,freshwater,terrestrial",,actively mobile,,
968514,occ,114631,Emydops n. sp. oweni,species,196018,,Emydops oweni,,species,196018,Wuchiapingian,,259.9,254.17,Fröbisch and Reisz,2008,37126,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Emydops,,,24.216667,-32.133331,,Avonleigh,,"Tweefontein, Farm No. 182",ZA,Eastern Cape,Graaff-Reinet,unpublished field data,seconds,,gp_mid,-19.57,-51.99,701,Balfour,Beaufort,Oudeberg,member,Cistecephalus,,mudstone,,lithified,"silty,sandy",,,,"""floodplain""",,macrofossils,body,,,taxonomic,"mechanical,survey of museum collection",,,,,,,terrestrial,,actively mobile,,herbivore
968981,occ,80784,n. gen. Ianthodon n. sp. schultzei,species,196920,,Ianthodon schultzei,,species,196920,Missourian,,305.9,303.4,Kissel and Reisz,2004,28867,Chordata,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Ianthodon,,,-95.259048,38.378502,KUVP 133735 (holotype),Garnett Quarry,,"Garnett Vertebrate Fauna, Charles Hardesty farm",US,Kansas,Anderson,estimated from map,6,outcrop,gp_mid,-27.44,-2.3,101,Stanton,Lansing,Rock Lake Shale,group of beds,,"""dark greyishbrown, moderately well bedded, very carbonaceous, calcareous mudstone"" (Reisz et al., 1982)",mudstone,brown,,"calcareous,carbonaceous",Y,,,fine channel fill,foreland basin,macrofossils,body,good,,taxonomic,"bulk,mechanical",ROM,,,,"F. E. Peabody, R. Camp, R. L. Carroll, R. R. Reisz, M. J. Heaton, B. R. Pynn, G. MacDonald","1953-1956, 1965, 1980, 1981",terrestrial,,actively mobile,,
969252,occ,114905,n. gen. Pelanomodon n. sp. rubidgei,species,196981,subjective synonym of,Pelanomodon moschops,,species,338974,Wuchiapingian,Changhsingian,259.9,252.17,Broom,1938,37216,Chordata,Osteichthyes,Cotylosauria,Cryptodontidae,Pelanomodon,1,specimens,24.533611,-31.856112,RC 10 (holotype),"Karreelaagte, New Bethesda",,"Kareelagte, Kagreeleegte",ZA,Eastern Cape,Graaff-Reinet,based on nearby landmark,seconds,,gp_mid,-17.98,-51.74,701,,Beaufort,,,Dicynodon Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,good,,taxonomic,,,,,,S. H. Rubidge,,terrestrial,,actively mobile,,herbivore
973441,occ,115685,n. gen. Galesphyrus n. sp. capensis,species,157604,,Galesphyrus capensis,,species,157604,Wuchiapingian,,259.9,254.17,Carroll,1976,31187,Chordata,Reptilia,Eosuchia,NO_FAMILY_SPECIFIED,Galesphyrus,1,individuals,19.450001,-31.5,SAM 2758,"Oorlog's Kloof, Calvinia",,Oorlogskloof,ZA,Northern Cape,Calvinia,based on nearby landmark,1,small collection,gp_mid,-21.79,-48.14,701,,Beaufort,,bed,,,sandstone,fine,,,Y,,,terrestrial indet.,,macrofossils,"body,cast,adpression",good,,taxonomic,"surface (float),hydrochloric,survey of museum collection",,,,,R. Broom,,terrestrial,,actively mobile,,
973442,occ,115686,Galesphyrus capensis,species,157604,,Galesphyrus capensis,,species,157604,Wuchiapingian,,259.9,254.17,Carroll,1976,31187,Chordata,Reptilia,Eosuchia,NO_FAMILY_SPECIFIED,Galesphyrus,1,individuals,25.33,-30.68,BPI 4286,"Meerderwyk, Colesberg",,Meerderyk,ZA,Eastern Cape,,based on nearby landmark,2,small collection,gp_mid,-16.75,-52.09,701,,Beaufort,,bed,,,sandstone,coarse,,,Y,,,terrestrial indet.,,macrofossils,"body,cast,adpression",medium,,taxonomic,survey of museum collection,,,,,,,terrestrial,,actively mobile,,
976212,occ,116452,Emydops n. sp. murraysburgensis,species,199014,subjective synonym of,Pristerodon mackayi,,species,56843,Wuchiapingian,,259.9,254.17,Toerien,1953,37515,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Pristerodon,,,23.766666,-31.950001,,"Blaauwpoort, Murraysburg, Cistecephalus Assemblage Zone",,Bloupoort,ZA,Western Cape,Murraysburg,based on nearby landmark,minutes,outcrop,gp_mid,-19.6,-51.57,701,,Beaufort,,group of beds,Cistecephalus Assemblage Zone ,,"""siliciclastic""",,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,BPI,,,,S. C. Kitching,,terrestrial,,actively mobile,,herbivore
976213,occ,116452,Emydops n. sp. kitchingi,species,199015,subjective synonym of,Pristerodon mackayi,,species,56843,Wuchiapingian,,259.9,254.17,Toerien,1953,37515,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Pristerodon,,,23.766666,-31.950001,,"Blaauwpoort, Murraysburg, Cistecephalus Assemblage Zone",,Bloupoort,ZA,Western Cape,Murraysburg,based on nearby landmark,minutes,outcrop,gp_mid,-19.6,-51.57,701,,Beaufort,,group of beds,Cistecephalus Assemblage Zone ,,"""siliciclastic""",,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,BPI,,,,S. C. Kitching,,terrestrial,,actively mobile,,herbivore
979958,occ,117149,n. gen. Tasmaniosaurus n. sp. triassicus,species,200131,,Tasmaniosaurus triassicus,,species,200131,Induan,,252.17,251.2,Camp and Banks,1978,37644,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Tasmaniosaurus,1,individuals,147.303604,-42.880554,"UTGD 54655, partial skeleton","Crisp & Gunns Quarry, Head of Arthur Street",,Tasmaniosaurus holotype,AU,Tasmania,Hobart,estimated from map,seconds,outcrop,gp_mid,61.34,-82.36,801,Knocklofty,,Poets Road Siltstone,member,,"Tasmaniosaurus comes from a ""hard, light to medium grey, blocky, micaceous shale"" ""The reptile occurs in a coarse-grained, well-sorted, siltstone with laminae about 0.1 mm thick. The rock consists predominantly of very angular to angular quartz grains and muscovite flakes in equal porportions and carbonaceous matter"" (Camp & Banks 1978)\r\nRotaurisaurus and Chromatobatrachus were both collected from red siltstones and Banksiops townrowi from a yellow sandstone. ","""shale""","micaceous,gray",lithified,carbonaceous,Y,siltstone,red,lacustrine - small,,macrofossils,body,medium,,taxonomic,"surface (float),field collection",,,,,"MR Banks, JW Cosgriff",1960s,terrestrial,,actively mobile,,
979962,occ,94541,Tasmaniosaurus triassicus,species,200131,,Tasmaniosaurus triassicus,,species,200131,Induan,,252.17,251.2,Thulborn,1979,37646,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Tasmaniosaurus,1,specimens,148.901672,-23.640278,QM F9549,"Duckworth Creek, SW of Bluff, QML 215",,"AAW field locality Q6, QM L215",AU,Queensland,,based on political unit,seconds,,gp_mid,128.14,-68.97,801,Arcadia,Rewan,,member,,red mudstone,mudstone,red,,,Y,,,terrestrial indet.,,macrofossils,body,good,,general faunal/floral,"mechanical,field collection",,,,,,,terrestrial,,actively mobile,,
979963,occ,85560,n. gen. Kalisuchus n. sp. rewanensis,species,200136,,Kalisuchus rewanensis,,species,200136,Induan,,252.17,251.2,Thulborn,1979,37646,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kalisuchus,,,148,-24.833332,"QM F8998, maxilla (holotype), other isolated cranial and postcranial specimens",QMF L78 (Rewan Formation),,"""The Crater"", QML 78",AU,Queensland,,estimated from map,minutes,outcrop,gp_mid,124.8,-69.82,801,Arcadia,Rewan,,member,,,mudstone,ferruginous,,sandy,Y,ironstone,nodular,fluvial indet.,foreland basin,macrofossils,"body,concretion",,haematite nodules,taxonomic,,,,,,,,terrestrial,,actively mobile,,
979964,occ,117150,Proterosuchidae indet.,family,38218,,Proterosuchidae,,family,38218,Dienerian,Spathian,252.17,247.2,Kear,2009,37647,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,,2,elements,151.316666,-33.733334,"SAM P41754, two anterior dorsal vertebrae",Long Reef,,,AU,New South Wales,,estimated from map,minutes,small collection,gp_mid,116.85,-78.62,801,Bulgo Sandstone,Narrabeen,,group of beds,,,sandstone,"ferruginous,gray",,,Y,,,estuary/bay,,macrofossils,body,poor,,taxonomic,"surface (float),mechanical,survey of museum collection",,,,,"J. Suter, A. Ritchie, R. Jones",,terrestrial,,actively mobile,,
979965,occ,85560,Dicynodontia indet.,order,164268,,Dicynodontia,,order,38996,Induan,,252.17,251.2,Fröbisch,2009,33223,Chordata,Osteichthyes,Dicynodontia,,,1,specimens,148,-24.833332,"QM F12178, left quadrate",QMF L78 (Rewan Formation),,"""The Crater"", QML 78",AU,Queensland,,estimated from map,minutes,outcrop,gp_mid,124.8,-69.82,801,Arcadia,Rewan,,member,,,mudstone,ferruginous,,sandy,Y,ironstone,nodular,fluvial indet.,foreland basin,macrofossils,"body,concretion",,haematite nodules,taxonomic,,,,,,,,terrestrial,,actively mobile,,herbivore
979967,occ,117152,Proterosuchia ? indet.,suborder,38217,,Proterosuchia,,suborder,38217,Spathian,,251.3,247.2,Charig and Sues,1976,37649,Chordata,Reptilia,Thecodontia,,,1,elements,10.123056,51.587502,Tooth,Krebeck,,,DE,Niedersachsen,Göttingen,estimated from map,seconds,small collection,gp_mid,29.41,29.48,315,Hardegsen,Middle Buntsandstein,,bed,,,sandstone,,,,Y,,,terrestrial indet.,,macrofossils,body,,,taxonomic,mechanical,,,,,,,terrestrial,,actively mobile,,carnivore
980035,occ,117176,Proterosuchus fergusi,species,184525,,Proterosuchus fergusi,,species,184525,Early Triassic,,252.17,247.2,Broom,1903,37663,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,1,individuals,26.258333,-32,"SAM 591, partial skull (holotype, replaced by a neotype: see Ezcurra & Butler 2015)","Wheatlands, Tarkastad",,Proterosuchus holotype,ZA,Eastern Cape,Stormberg,based on nearby landmark,degrees,local area,gp_mid,-11.73,-51.14,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,poor,,taxonomic,"field collection,survey of museum collection",,,,,,,terrestrial,,actively mobile,,carnivore
980036,occ,117176,Procolophon sp.,genus,37541,,Procolophon,,genus,37541,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Reptilia,NO_ORDER_SPECIFIED,Procolophonidae,Procolophon,,,26.258333,-32,,"Wheatlands, Tarkastad",,Proterosuchus holotype,ZA,Eastern Cape,Stormberg,based on nearby landmark,degrees,local area,gp_mid,-11.73,-51.14,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,poor,,taxonomic,"field collection,survey of museum collection",,,,,,,terrestrial,,actively mobile,,
980037,occ,117176,Lystrosaurus declivis,species,140319,,Lystrosaurus declivis,,species,140319,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,26.258333,-32,,"Wheatlands, Tarkastad",,Proterosuchus holotype,ZA,Eastern Cape,Stormberg,based on nearby landmark,degrees,local area,gp_mid,-11.73,-51.14,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,poor,,taxonomic,"field collection,survey of museum collection",,,,,,,terrestrial,,actively mobile,,herbivore
980038,occ,117176,Lystrosaurus murrayi,species,122595,,Lystrosaurus murrayi,,species,122139,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,26.258333,-32,,"Wheatlands, Tarkastad",,Proterosuchus holotype,ZA,Eastern Cape,Stormberg,based on nearby landmark,degrees,local area,gp_mid,-11.73,-51.14,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,poor,,taxonomic,"field collection,survey of museum collection",,,,,,,terrestrial,,actively mobile,,herbivore
980039,occ,117177,Proterosuchidae indet.,family,38218,,Proterosuchidae,,family,38218,Early Triassic,,252.17,247.2,Ezcurra and Butler,2015,60752,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,,1,specimens,26.666668,-29.583332,"AMNH FR 2237, partial skeleton",Dewetsdorp,,Meadows north of Dewetsdorp,ZA,Free State,Motheo,based on nearby landmark,minutes,small collection,gp_mid,-8.36,-49.97,701,Katberg,Beaufort,,bed,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,field collection,,,,,Broom,1931,terrestrial,,actively mobile,,
980047,occ,117178,Proterosuchus n. sp. goweri,species,347439,,Proterosuchus goweri,,species,347439,Early Triassic,,252.17,247.2,Ezcurra and Butler,2015,60752,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,1,individuals,27.016666,-28.516666,"NMQR 880 (C 500), skull","Kruisvlei 279, east of Winburg",,,ZA,Free State,Lejweleputswa,based on nearby landmark,minutes,small collection,gp_mid,-6.77,-49.54,701,Katberg,Beaufort,,bed,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,"mechanical,survey of museum collection",,,,,Kitching,,terrestrial,,actively mobile,,carnivore
980048,occ,117179,Chasmatosaurus vanhoepeni,species,200139,subjective synonym of,Proterosuchus fergusi,,species,184525,Early Triassic,,252.17,247.2,Broili and Schröder,1934,37669,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,1,individuals,26.333332,-30.583332,"BSPG 1934-VIII-514, skull","Rietfontein, bank of Caledon River",,,ZA,Free State,,estimated from map,minutes,small collection,gp_mid,-9.87,-50.35,701,Katberg,Beaufort,,bed,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,good,,taxonomic,"mechanical,survey of museum collection",BSP,,,,G. Grossarth,1931,terrestrial,,actively mobile,,carnivore
980055,occ,117183,Chasmatosaurus vanhoepeni,species,200139,subjective synonym of,Proterosuchus fergusi,,species,184525,Early Triassic,,252.17,247.2,Cruickshank,1972,37672,Chordata,Reptilia,NO_ORDER_SPECIFIED,Proterosuchidae,Proterosuchus,2,individuals,26,-30.5,"BP/1/3993, BP/1/4016, skulls","Nooitgedacht 68, Bethulie",,,ZA,Free State,,based on nearby landmark,minutes,local area,gp_mid,-10.04,-50.07,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,BPI,,,,,,terrestrial,,actively mobile,,carnivore
980056,occ,117183,Lystrosaurus declivis,species,140319,,Lystrosaurus declivis,,species,140319,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,26,-30.5,,"Nooitgedacht 68, Bethulie",,,ZA,Free State,,based on nearby landmark,minutes,local area,gp_mid,-10.04,-50.07,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,BPI,,,,,,terrestrial,,actively mobile,,herbivore
980057,occ,117183,Lystrosaurus murrayi,species,122595,,Lystrosaurus murrayi,,species,122139,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,26,-30.5,,"Nooitgedacht 68, Bethulie",,,ZA,Free State,,based on nearby landmark,minutes,local area,gp_mid,-10.04,-50.07,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,BPI,,,,,,terrestrial,,actively mobile,,herbivore
980058,occ,117183,Lystrosaurus curvatus,species,139951,,Lystrosaurus curvatus,,species,56864,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,26,-30.5,,"Nooitgedacht 68, Bethulie",,,ZA,Free State,,based on nearby landmark,minutes,local area,gp_mid,-10.04,-50.07,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,BPI,,,,,,terrestrial,,actively mobile,,herbivore
980059,occ,117183,Lystrosaurus cf. platyceps,species,122675,subjective synonym of,Lystrosaurus curvatus,,species,56864,Early Triassic,,252.17,247.2,Kitching,1977,27216,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,26,-30.5,,"Nooitgedacht 68, Bethulie",,,ZA,Free State,,based on nearby landmark,minutes,local area,gp_mid,-10.04,-50.07,701,Katberg,Beaufort,,group of beds,Lystrosaurus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,BPI,,,,,,terrestrial,,actively mobile,,herbivore
